trial	 subject	 cond1	 cond2	 cue	 interval	 response	 direction	 vel	 cohNumber	 durSignal	 figure	soa	 surround	cohComparison	 v9	 v10	 tTestOnset	 tTestOffset	 tFigureOnset	 tFigureOffset	 coherence
1 	xx 	x 	x 	rdk 	2 	0 	-1 	3 	24 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.48
2 	xx 	x 	x 	rdk 	2 	1 	1 	3 	21 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.42
3 	xx 	x 	x 	rdk 	2 	0 	-1 	3 	21 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.42
4 	xx 	x 	x 	rdk 	2 	1 	1 	3 	27 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.54
5 	xx 	x 	x 	rdk 	1 	1 	1 	3 	30 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.6
6 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	27 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.54
7 	xx 	x 	x 	rdk 	2 	0 	1 	3 	18 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.36
8 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	30 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.6
9 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	24 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.48
10 	xx 	x 	x 	rdk 	1 	0 	1 	3 	21 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.42
11 	xx 	x 	x 	rdk 	1 	1 	1 	3 	27 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.54
12 	xx 	x 	x 	rdk 	2 	1 	1 	3 	33 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.66
13 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	33 	5 	1 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.66
