trial	 subject	 cond1	 cond2	 cue	 interval	 response	 direction	 vel	 cohNumber	 durSignal	 figure	soa	 surround	cohComparison	 v9	 v10	 tTestOnset	 tTestOffset	 tFigureOnset	 tFigureOffset	 coherence
1 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	30 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.6
2 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	40 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.8
3 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	25 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.5
4 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	45 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.9
5 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	25 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.5
6 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	30 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.6
7 	xx 	x 	x 	rdk 	2 	0 	-1 	3 	20 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.4
8 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	40 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.8
9 	xx 	x 	x 	rdk 	1 	1 	1 	3 	30 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.6
10 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	45 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.9
11 	xx 	x 	x 	rdk 	1 	1 	1 	3 	25 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.5
12 	xx 	x 	x 	rdk 	1 	1 	1 	3 	35 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.7
13 	xx 	x 	x 	rdk 	2 	1 	1 	3 	35 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.7
14 	xx 	x 	x 	rdk 	2 	1 	1 	3 	40 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.8
15 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	20 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.4
16 	xx 	x 	x 	rdk 	1 	1 	1 	3 	40 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.8
17 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	35 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.7
18 	xx 	x 	x 	rdk 	2 	1 	1 	3 	20 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.4
19 	xx 	x 	x 	rdk 	1 	1 	1 	3 	45 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.9
20 	xx 	x 	x 	rdk 	2 	1 	1 	3 	30 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.6
21 	xx 	x 	x 	rdk 	1 	1 	1 	3 	20 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.4
22 	xx 	x 	x 	rdk 	2 	1 	1 	3 	45 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.9
23 	xx 	x 	x 	rdk 	2 	1 	1 	3 	25 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.5
24 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	35 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.7
25 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	35 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.7
26 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	25 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.5
27 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	40 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.8
28 	xx 	x 	x 	rdk 	2 	1 	1 	3 	40 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.8
29 	xx 	x 	x 	rdk 	2 	1 	-1 	3 	30 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.6
30 	xx 	x 	x 	rdk 	2 	1 	1 	3 	45 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.9
31 	xx 	x 	x 	rdk 	1 	1 	1 	3 	35 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.7
32 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	20 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.4
33 	xx 	x 	x 	rdk 	1 	1 	-1 	3 	35 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.7
34 	xx 	x 	x 	rdk 	2 	0 	1 	3 	20 	5 	2 	0 	static 	15 	0 	0 	60 	65 	60 	65 	0.4
